assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
1,2,40721,1,Ramires (50),Roberto Di Matteo,Chelsea,6,4,17,20,4,7,11,15,Tuesday 8 May 2012,14,17,13,12,1,1,4,"Michael Essien (19 OG),Jordan Henderson (25),Daniel Agger (28),Jonjo Shelvey (61)",Kenny Dalglish,Liverpool,0,3,0,1,0,0,Kevin Friend,4-1,3,1,2011-2012,5,11,3,6,29,16,8,17,Anfield,4,2
1,0,26144,1,Antolin Alcaraz (87),Roberto Martinez,Wigan,4,3,29,22,6,5,22,18,Monday 7 May 2012,13,14,11,11,1,0,0,,Steve Kean,Blackburn,2,0,0,0,0,0,Mark Clattenburg,0-1,2,5,2011-2012,10,6,6,2,27,31,16,8,Ewood Park,1,2
0,1,75496,0,,Brendan Rodgers,Swansea,11,3,45,20,3,16,9,36,Sunday 6 May 2012,6,12,11,6,0,0,2,"Paul Scholes (28),Ashley Young (41)",Alex Ferguson,Man Utd,0,0,0,0,0,0,Chris Foy,2-0,5,6,2011-2012,4,9,6,7,22,22,10,16,Old Trafford,0,1
0,1,36008,1,Emmanuel Adebayor (61 Pen),Harry Redknapp,Spurs,2,8,26,45,19,4,26,10,Sunday 6 May 2012,8,11,10,8,0,0,1,Ciaran Clark (35),Alex McLeish,Aston Villa,1,2,1,0,1,0,Lee Probert,1-1,0,3,2011-2012,10,1,4,1,22,13,14,2,Villa Park,2,1
2,0,25662,2,"Chris Brunt (75),James Morrison (90)",Roy Hodgson,West Brom,4,4,17,29,4,4,19,17,Sunday 6 May 2012,10,16,16,8,1,1,2,"Martin Petrov (24 Pen),Billy Jones (72 OG)",Owen Coyle,Bolton,8,3,0,1,0,0,Kevin Friend,2-2,4,8,2011-2012,5,6,11,5,26,17,16,11,Macron Stadium,4,1
1,1,25683,1,Phil Bardsley (34),Martin O'Neill,Sunderland,8,2,26,16,2,8,12,12,Sunday 6 May 2012,13,8,6,11,0,0,2,"Clint Dempsey (12),Mousa Dembélé (35)",Martin Jol,Fulham,3,0,0,0,0,0,Martin Atkinson,2-1,5,5,2011-2012,5,6,6,8,22,15,11,14,Craven Cottage,0,0
0,1,17319,0,,Tony Pulis,Stoke,7,1,52,47,3,7,17,25,Sunday 6 May 2012,16,10,10,14,3,0,1,Djibril Cissé (89),Mark Hughes,QPR,0,1,0,0,0,0,Andre Marriner,1-0,5,0,2011-2012,7,8,0,6,30,30,7,14,Loftus Road Stadium,0,0
0,0,25466,0,,David Moyes,Everton,2,8,15,46,7,3,22,19,Sunday 6 May 2012,10,9,7,9,0,1,0,,Terry Connor,Wolves,9,4,0,0,0,0,Lee Mason,0-0,0,4,2011-2012,9,7,4,0,23,20,13,7,Molineux Stadium,0,0
2,0,52389,2,"Yaya Touré (70, 89)",Roberto Mancini,Man City,7,4,27,21,6,2,16,13,Sunday 6 May 2012,8,12,10,7,1,0,0,,Alan Pardew,Newcastle,3,1,0,0,0,0,Howard Webb,0-2,3,5,2011-2012,8,5,8,3,15,21,16,8,St. James' Park,3,4
3,2,60092,3,"Wes Hoolahan (12),Grant Holt (27),Steve Morison (85)",Paul Lambert,Norwich,5,3,46,23,1,6,18,27,Saturday 5 May 2012,15,9,8,15,0,1,3,"Yossi Benayoun (2),Robin van Persie (72, 80)",Arsène Wenger,Arsenal,6,1,0,0,0,0,Anthony Taylor,3-3,8,1,2011-2012,6,7,4,11,21,21,10,18,Emirates Stadium,3,2
4,1,22349,4,"Luka Modric (37),Rafael van der Vaart (60),Emmanuel Adebayor (62, 69)",Harry Redknapp,Spurs,3,3,27,14,7,4,6,17,Wednesday 2 May 2012,9,6,5,8,1,0,1,Nigel Reo-Coker (51),Owen Coyle,Bolton,3,2,0,0,0,0,Mike Dean,1-4,4,3,2011-2012,4,7,7,5,26,23,11,12,Macron Stadium,1,2
2,0,41559,2,"Papiss Demba Cissé (19, 90+4)",Alan Pardew,Newcastle,4,1,39,23,4,4,10,23,Wednesday 2 May 2012,7,10,10,5,2,1,0,,Roberto Di Matteo,Chelsea,4,3,0,0,0,0,Mark Halsey,0-2,2,3,2011-2012,8,11,4,3,15,16,12,14,Stamford Bridge,3,0
0,0,40106,1,Martin Skrtel (5 OG),Martin Jol,Fulham,2,2,28,7,4,5,5,30,Tuesday 1 May 2012,8,12,11,7,1,1,0,,Kenny Dalglish,Liverpool,0,5,0,0,0,0,Lee Probert,0-1,3,4,2011-2012,4,15,4,5,18,22,8,20,Anfield,0,0
0,0,26500,1,Peter Crouch (44 OG),David Moyes,Everton,1,1,46,59,6,4,22,16,Tuesday 1 May 2012,14,6,6,14,0,1,1,Cameron Jerome (69),Tony Pulis,Stoke,0,1,0,0,0,0,Anthony Taylor,1-1,2,4,2011-2012,6,6,4,4,34,25,10,10,Britannia Stadium,1,2
0,1,47259,0,,Alex Ferguson,Man Utd,5,3,45,29,8,8,24,19,Monday 30 April 2012,15,11,11,15,1,0,1,Vincent Kompany (45+1),Roberto Mancini,Man City,0,1,0,0,0,0,Andre Marriner,1-0,2,0,2011-2012,2,7,0,3,30,26,2,10,Etihad Stadium,2,3
0,0,35798,0,,Steve Kean,Blackburn,3,0,29,22,1,6,8,27,Sunday 29 April 2012,15,6,7,13,1,1,2,"Rafael van der Vaart (22),Kyle Walker (75)",Harry Redknapp,Spurs,2,1,0,0,0,0,Michael Jones,2-0,2,0,2011-2012,0,11,0,5,21,22,0,16,White Hart Lane,0,0
1,3,41675,1,Djibril Cissé (84),Mark Hughes,QPR,10,5,22,13,5,8,18,13,Sunday 29 April 2012,8,9,7,6,0,0,6,"Daniel Sturridge (1),John Terry (13),Fernando Torres (19, 25, 64),Florent Malouda (80)",Roberto Di Matteo,Chelsea,3,3,0,0,0,0,Howard Webb,6-1,7,1,2011-2012,6,7,2,13,11,14,8,20,Stamford Bridge,1,0
1,0,26819,3,"Luis Suárez (24, 28, 82)",Kenny Dalglish,Liverpool,2,4,23,37,7,5,6,11,Saturday 28 April 2012,4,9,8,4,0,1,0,,Paul Lambert,Norwich,5,2,0,0,0,0,Mark Halsey,0-3,1,2,2011-2012,7,6,5,1,25,22,12,7,Carrow Road,0,4
0,3,31885,0,,Martin Jol,Fulham,2,3,13,22,4,3,8,17,Saturday 28 April 2012,10,14,14,6,1,1,4,"Nikica Jelavic (7 Pen, 40),Marouane Fellaini (16),Tim Cahill (60)",David Moyes,Everton,2,4,0,1,0,0,Phil Dowd,4-0,3,2,2011-2012,1,2,2,7,12,20,3,9,Goodison Park,1,1
1,1,27502,1,Robin van Persie (15),Arsène Wenger,Arsenal,2,5,35,48,5,2,12,18,Saturday 28 April 2012,11,8,7,11,0,0,1,Peter Crouch (9),Tony Pulis,Stoke,2,5,0,0,0,0,Chris Foy,1-1,1,4,2011-2012,7,1,5,2,35,21,12,3,Britannia Stadium,2,1
2,1,40768,2,"Kevin Davies (26, 70)",Owen Coyle,Bolton,3,3,37,38,5,7,14,19,Saturday 28 April 2012,20,9,6,18,3,1,2,"Nicklas Bendtner (36),James McClean (55)",Martin O'Neill,Sunderland,2,2,0,0,0,0,Lee Probert,2-2,1,4,2011-2012,7,6,6,3,16,18,13,9,Stadium of Light,0,1
4,3,19408,4,"Steven Fletcher (28),Matthew Jarvis (33, 69),Dave Edwards (54)",Terry Connor,Wolves,2,3,20,30,6,2,32,10,Saturday 28 April 2012,10,8,8,10,2,0,4,"Andrea Orlandi (1),Joe Allen (4),Nathan Dyer (15),Danny Graham (31)",Brendan Rodgers,Swansea,0,1,0,0,0,0,Jonathan Moss,4-4,3,2,2011-2012,8,2,6,7,22,15,14,9,Liberty Stadium,1,2
0,0,25984,0,,Alex McLeish,Aston Villa,10,4,27,26,3,10,13,14,Saturday 28 April 2012,16,15,14,16,1,0,0,,Roy Hodgson,West Brom,5,3,0,0,0,0,Mark Clattenburg,0-0,2,3,2011-2012,5,6,3,3,28,24,8,9,The Hawthorns,4,0
0,3,22187,0,,Alan Pardew,Newcastle,2,1,12,17,1,4,13,12,Saturday 28 April 2012,12,15,13,11,0,1,4,"Victor Moses (13, 15),Shaun Maloney (36),Franco Di Santo (45+2)",Roberto Martinez,Wigan,5,3,0,0,0,0,Mike Dean,4-0,2,2,2011-2012,8,2,2,6,26,16,10,8,DW Stadium,1,2
1,1,32263,2,"Martin Petrov (62 Pen),David Ngog (63)",Owen Coyle,Bolton,2,8,35,15,6,9,12,21,Tuesday 24 April 2012,16,9,7,14,0,0,1,Stephen Warnock (61),Alex McLeish,Aston Villa,3,6,1,0,0,0,Chris Foy,1-2,3,4,2011-2012,1,12,6,4,35,27,7,16,Villa Park,2,1
1,0,43660,1,Peter Odemwingie (75),Roy Hodgson,West Brom,8,2,48,20,3,15,8,32,Sunday 22 April 2012,8,12,11,8,0,1,0,,Kenny Dalglish,Liverpool,4,2,0,0,0,0,Neil Swarbrick,0-1,5,2,2011-2012,4,16,3,6,20,34,7,22,Anfield,0,2
2,0,24576,2,"Sergio Agüero (27),Samir Nasri (74)",Roberto Mancini,Man City,1,4,35,24,4,7,12,24,Sunday 22 April 2012,12,6,6,12,2,0,0,,Terry Connor,Wolves,4,2,0,0,0,0,Lee Probert,0-2,3,4,2011-2012,8,2,5,3,23,29,13,5,Molineux Stadium,1,0
3,4,75522,4,"Nikica Jelavic (33, 83),Marouane Fellaini (67),Steven Pienaar (85)",David Moyes,Everton,6,3,38,18,2,5,9,27,Sunday 22 April 2012,12,9,8,12,2,1,4,"Wayne Rooney (41, 69),Danny Welbeck (57),Nani (60)",Alex Ferguson,Man Utd,1,2,0,0,0,0,Michael Jones,4-4,4,3,2011-2012,7,10,7,7,17,23,14,17,Old Trafford,2,1
0,0,18021,0,,Harry Redknapp,Spurs,2,6,15,33,13,4,26,9,Saturday 21 April 2012,11,13,14,9,2,0,1,Adel Taarabt (24),Mark Hughes,QPR,1,2,0,0,0,1,Mark Clattenburg,1-0,2,6,2011-2012,7,7,6,3,22,19,13,10,Loftus Road Stadium,0,3
0,0,32557,0,,Martin O'Neill,Sunderland,5,4,26,30,5,8,20,21,Saturday 21 April 2012,9,11,11,8,1,0,0,,Alex McLeish,Aston Villa,2,2,0,0,1,0,Anthony Taylor,0-0,4,2,2011-2012,6,4,3,4,29,21,9,8,Villa Park,1,0
0,2,23218,0,,Paul Lambert,Norwich,2,1,57,41,7,9,18,15,Saturday 21 April 2012,13,10,8,13,0,1,2,"Mauro Formica (41),Junior Hoilett (49)",Steve Kean,Blackburn,1,4,0,0,0,0,Kevin Friend,2-0,1,3,2011-2012,9,3,3,3,27,28,12,6,Ewood Park,1,1
1,1,25401,1,Scott Sinclair (6),Brendan Rodgers,Swansea,4,13,42,34,10,8,18,20,Saturday 21 April 2012,8,19,18,7,0,0,1,Chris Eagles (14),Owen Coyle,Bolton,5,2,0,0,0,0,Phil Dowd,1-1,1,3,2011-2012,9,4,4,2,18,18,13,6,Macron Stadium,1,2
0,2,25689,1,Emmerson Boyce (57),Roberto Martinez,Wigan,4,1,23,11,0,4,12,20,Saturday 21 April 2012,16,11,10,16,0,0,2,"Pavel Pogrebnyak (58),Philippe Senderos (89)",Martin Jol,Fulham,1,2,0,0,0,0,Lee Mason,2-1,2,3,2011-2012,5,6,4,4,15,19,9,10,Craven Cottage,2,1
0,1,52162,0,,Tony Pulis,Stoke,3,2,31,21,5,4,18,4,Saturday 21 April 2012,10,9,8,10,0,0,3,"Yohan Cabaye (14, 57),Papiss Demba Cissé (18)",Alan Pardew,Newcastle,2,2,0,0,0,0,Andre Marriner,3-0,6,0,2011-2012,6,5,0,9,23,19,6,14,St. James' Park,2,0
0,0,60111,0,,Roberto Di Matteo,Chelsea,3,6,28,20,7,7,14,18,Saturday 21 April 2012,11,12,12,10,0,0,0,,Arsène Wenger,Arsenal,4,5,0,0,0,0,Mike Dean,0-0,4,2,2011-2012,5,6,2,4,14,17,7,10,Emirates Stadium,4,3
0,1,60060,2,"Franco Di Santo (7),Jordi Gómez (8)",Roberto Martinez,Wigan,7,4,37,12,3,9,6,27,Monday 16 April 2012,15,16,16,13,2,1,1,Thomas Vermaelen (21),Arsène Wenger,Arsenal,3,1,0,0,0,0,Andre Marriner,1-2,3,5,2011-2012,4,10,7,5,16,20,11,15,Emirates Stadium,3,2
0,3,75138,0,,Alex McLeish,Aston Villa,10,2,24,26,4,11,9,22,Sunday 15 April 2012,8,9,8,7,1,0,4,"Wayne Rooney (7 Pen, 73),Danny Welbeck (43),Nani (90+3)",Alex Ferguson,Man Utd,0,1,0,1,0,0,Mark Halsey,4-0,5,3,2011-2012,8,9,2,9,17,19,10,18,Old Trafford,3,3
0,0,37476,0,,Terry Connor,Wolves,2,2,49,33,4,8,20,27,Saturday 14 April 2012,12,4,5,12,0,0,0,,Martin O'Neill,Sunderland,1,1,0,0,0,0,Michael Jones,0-0,3,5,2011-2012,4,10,5,3,19,26,9,13,Stadium of Light,1,0
0,2,18985,0,,Steve Kean,Blackburn,4,0,27,20,3,7,7,23,Saturday 14 April 2012,14,8,8,13,1,0,3,"Gylfi Sigurdsson (37),Nathan Dyer (43),Scott Dann (63 OG)",Brendan Rodgers,Swansea,0,2,0,0,0,0,Mark Clattenburg,3-0,6,2,2011-2012,6,10,3,8,19,25,9,18,Liberty Stadium,2,0
0,1,25521,0,,Mark Hughes,QPR,5,3,28,14,8,6,24,14,Saturday 14 April 2012,10,13,12,9,0,0,1,Graham Dorrans (22),Roy Hodgson,West Brom,4,3,0,0,0,0,Jonathan Moss,1-0,4,2,2011-2012,13,5,2,5,21,24,15,10,The Hawthorns,1,3
4,0,26812,6,"Carlos Tévez (18, 73, 80),Sergio Agüero (27, 75),Adam Johnson (90+3)",Roberto Mancini,Man City,5,6,39,23,5,3,9,26,Saturday 14 April 2012,5,10,10,4,0,0,1,Andrew Surman (51),Paul Lambert,Norwich,4,0,0,0,0,0,Chris Foy,1-6,4,5,2011-2012,5,5,11,6,14,26,16,11,Carrow Road,2,1
0,2,17557,0,,Brendan Rodgers,Swansea,4,6,25,24,9,6,16,18,Wednesday 11 April 2012,9,10,9,9,0,0,3,"Joey Barton (45+1),Jamie Mackie (55),Ákos Buzsáky (67)",Mark Hughes,QPR,1,1,0,0,0,0,Lee Probert,3-0,3,2,2011-2012,3,8,2,6,23,18,5,14,Loftus Road Stadium,0,2
0,4,46746,0,,Roy Hodgson,West Brom,7,1,17,11,2,6,5,11,Wednesday 11 April 2012,10,8,8,11,0,0,4,"Sergio Agüero (6, 54),Carlos Tévez (61),David Silva (64)",Roberto Mancini,Man City,1,1,0,0,0,0,Kevin Friend,4-0,1,1,2011-2012,3,5,1,7,14,22,4,12,Etihad Stadium,0,0
0,1,18115,0,,Alex Ferguson,Man Utd,7,2,25,22,3,7,14,10,Wednesday 11 April 2012,14,8,8,12,0,0,1,Shaun Maloney (50),Roberto Martinez,Wigan,2,2,0,0,0,0,Phil Dowd,1-0,2,1,2011-2012,6,3,1,3,30,18,7,6,DW Stadium,2,1
2,0,25815,3,"Robin van Persie (9 Pen),Theo Walcott (11),Yossi Benayoun (69)",Arsène Wenger,Arsenal,4,2,12,20,4,6,12,12,Wednesday 11 April 2012,4,8,7,4,0,0,0,,Terry Connor,Wolves,0,3,1,0,0,1,Neil Swarbrick,0-3,2,4,2011-2012,2,4,7,2,13,18,9,6,Molineux Stadium,0,3
2,1,23571,3,"Maxi Rodríguez (13, 16),Andy Carroll (90+1)",Kenny Dalglish,Liverpool,4,5,34,11,4,4,10,25,Tuesday 10 April 2012,14,16,13,12,1,0,2,"Yakubu (36, 61 Pen)",Steve Kean,Blackburn,5,2,0,2,1,0,Anthony Taylor,2-3,5,2,2011-2012,5,5,6,6,14,28,11,11,Ewood Park,5,4
0,1,25697,1,Frank Lampard (45 Pen),Roberto Di Matteo,Chelsea,2,4,18,33,11,7,14,16,Monday 9 April 2012,16,6,4,16,0,1,1,Clint Dempsey (82),Martin Jol,Fulham,2,4,1,0,0,0,Mark Clattenburg,1-1,6,2,2011-2012,8,1,3,7,17,10,11,8,Craven Cottage,3,1
1,1,30100,1,Robert Huth (71),Tony Pulis,Stoke,0,1,44,48,4,5,27,3,Monday 9 April 2012,10,10,10,10,0,1,1,Andreas Weimann (32),Alex McLeish,Aston Villa,1,0,0,0,0,0,Mike Dean,1-1,2,1,2011-2012,5,4,2,3,39,25,7,7,Villa Park,0,3
0,2,32249,0,,Martin O'Neill,Sunderland,8,0,20,25,2,5,16,17,Monday 9 April 2012,12,7,7,10,0,1,4,"Magaye Gueye (52),Steven Pienaar (75),Leon Osman (76),Jack Colback (81 OG)",David Moyes,Everton,3,3,0,0,0,0,Kevin Friend,4-0,2,0,2011-2012,3,9,1,5,22,22,4,14,Goodison Park,2,0
0,2,52264,0,,Owen Coyle,Bolton,2,3,32,24,5,6,23,16,Monday 9 April 2012,18,7,7,15,0,0,2,"Hatem Ben Arfa (73),Papiss Demba Cissé (83)",Alan Pardew,Newcastle,2,7,0,0,0,0,Michael Jones,2-0,1,3,2011-2012,3,2,3,3,25,12,6,5,St. James' Park,1,1
1,1,36126,2,"Anthony Pilkington (13),Elliott Bennett (66)",Paul Lambert,Norwich,6,2,56,40,3,9,13,24,Monday 9 April 2012,12,14,11,12,0,2,1,Jermain Defoe (33),Harry Redknapp,Spurs,5,4,0,0,0,0,Michael Oliver,1-2,2,2,2011-2012,6,5,4,3,22,19,10,8,White Hart Lane,2,1
0,0,60096,0,,Roberto Mancini,Man City,2,2,43,14,6,7,10,32,Sunday 8 April 2012,16,14,13,15,2,2,1,Mikel Arteta (87),Arsène Wenger,Arsenal,5,3,0,0,1,0,Martin Atkinson,1-0,2,0,2011-2012,3,6,0,5,25,29,3,11,Emirates Stadium,3,2
0,1,75505,0,,Mark Hughes,QPR,5,7,41,14,5,11,4,29,Sunday 8 April 2012,11,13,13,7,1,1,2,"Wayne Rooney (15 Pen),Paul Scholes (68)",Alex Ferguson,Man Utd,0,3,0,1,1,0,Lee Mason,2-0,8,0,2011-2012,2,12,0,10,7,16,2,22,Old Trafford,0,1
1,2,27005,1,Michael Kightly (26),Terry Connor,Wolves,1,5,43,56,8,3,22,20,Saturday 7 April 2012,12,8,7,11,1,0,2,"Robert Huth (37),Peter Crouch (61)",Tony Pulis,Stoke,1,3,0,0,0,0,Mark Halsey,2-1,2,3,2011-2012,3,7,4,4,21,28,7,11,Britannia Stadium,1,1
2,0,21939,3,"Clint Dempsey (30, 45),Mahamadou Diarra (80)",Martin Jol,Fulham,3,2,43,26,3,5,8,31,Saturday 7 April 2012,10,12,10,9,3,0,0,,Owen Coyle,Bolton,4,0,0,0,0,0,Mike Dean,0-3,2,3,2011-2012,3,7,6,1,19,15,9,8,Macron Stadium,0,1
1,1,40651,1,Mohamed Diamé (82),Roberto Martinez,Wigan,4,1,21,16,3,5,13,21,Saturday 7 April 2012,12,14,13,12,1,0,2,"Branislav Ivanovic (62),Juan Mata (90+3)",Roberto Di Matteo,Chelsea,5,3,0,0,0,0,Michael Jones,2-1,5,2,2011-2012,5,9,4,8,26,18,9,17,Stamford Bridge,2,2
1,0,44321,1,Chris Herd (10),Alex McLeish,Aston Villa,2,1,61,16,3,11,8,37,Saturday 7 April 2012,10,5,5,10,0,0,1,Luis Suárez (82),Kenny Dalglish,Liverpool,0,1,0,0,0,0,Michael Oliver,1-1,4,1,2011-2012,2,17,2,5,11,31,4,22,Anfield,1,1
2,2,26554,2,"Nikica Jelavic (22, 61)",David Moyes,Everton,6,3,25,45,4,2,18,23,Saturday 7 April 2012,18,7,7,14,1,0,2,"Jonny Howson (39),Grant Holt (76)",Paul Lambert,Norwich,2,3,0,0,0,0,Andre Marriner,2-2,4,3,2011-2012,2,3,5,6,24,23,7,9,Carrow Road,3,0
0,2,23414,0,,Steve Kean,Blackburn,2,4,19,17,4,8,12,17,Saturday 7 April 2012,9,7,7,9,0,1,3,"Martin Olsson (7 OG),Marc-Antoine Fortuné (69),Liam Ridgewell (85)",Roy Hodgson,West Brom,2,7,0,0,1,0,Lee Probert,3-0,3,7,2011-2012,5,5,8,5,19,14,13,10,The Hawthorns,1,1
0,0,39335,0,,Harry Redknapp,Spurs,4,7,28,32,4,11,15,15,Saturday 7 April 2012,11,13,13,11,1,0,0,,Martin O'Neill,Sunderland,2,1,0,0,0,0,Chris Foy,0-0,3,1,2011-2012,8,4,1,3,19,13,9,7,Stadium of Light,2,2
2,0,19874,2,"Papiss Demba Cissé (5, 69)",Alan Pardew,Newcastle,5,1,18,8,0,7,3,21,Friday 6 April 2012,9,10,10,7,1,0,0,,Brendan Rodgers,Swansea,1,0,0,0,0,0,Howard Webb,0-2,8,1,2011-2012,1,6,3,8,14,26,4,14,Liberty Stadium,1,1
2,0,26532,2,"Antonio Valencia (81),Ashley Young (86)",Alex Ferguson,Man Utd,2,3,40,42,10,2,36,12,Monday 2 April 2012,5,11,10,4,0,2,0,,Steve Kean,Blackburn,1,0,0,0,0,0,Howard Webb,0-2,4,3,2011-2012,5,5,5,4,25,22,10,9,Ewood Park,1,1
1,2,36174,1,Gylfi Sigurdsson (59),Brendan Rodgers,Swansea,2,5,17,12,6,7,11,20,Sunday 1 April 2012,12,10,9,12,0,0,3,"Rafael van der Vaart (19),Emmanuel Adebayor (73, 86)",Harry Redknapp,Spurs,2,1,0,0,0,0,Andre Marriner,3-1,6,1,2011-2012,4,9,2,9,27,20,6,18,White Hart Lane,0,0
0,2,52363,0,,Kenny Dalglish,Liverpool,3,4,14,28,6,3,21,14,Sunday 1 April 2012,12,10,10,12,1,0,2,"Papiss Demba Cissé (19, 59)",Alan Pardew,Newcastle,5,2,0,0,1,0,Martin Atkinson,2-0,1,2,2011-2012,3,4,2,3,16,19,5,7,St. James' Park,3,3
3,2,34740,4,"Daniel Sturridge (9),Branislav Ivanovic (51, 83),Fernando Torres (90+2)",Roberto Di Matteo,Chelsea,0,3,43,27,4,6,7,27,Saturday 31 March 2012,6,15,13,5,0,0,2,"James Collins (77),Eric Lichaj (80)",Alex McLeish,Aston Villa,3,2,0,0,0,0,Lee Mason,2-4,3,2,2011-2012,3,4,7,5,28,28,10,9,Villa Park,0,1
0,2,32051,0,,Roy Hodgson,West Brom,4,3,26,23,2,5,15,19,Saturday 31 March 2012,12,8,8,11,0,0,2,"Leon Osman (18),Victor Anichebe (68)",David Moyes,Everton,3,1,0,0,0,0,Peter Walton,2-0,5,2,2011-2012,3,6,2,7,26,27,5,13,Goodison Park,1,2
1,1,25700,1,Aaron Wilbraham (77),Paul Lambert,Norwich,3,4,26,41,7,6,26,9,Saturday 31 March 2012,9,12,11,9,0,1,2,"Clint Dempsey (2),Damien Duff (13)",Martin Jol,Fulham,0,3,0,0,0,0,Anthony Taylor,2-1,5,3,2011-2012,8,4,4,8,19,14,12,12,Craven Cottage,2,1
